,Date,Time,Header,Info,Length,Header,PayLoad
467,2021 Apr 14,04:46:30.700, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 560
TB ReTx Bytes= 0
Num MCS= 56
Num PRB= 35
PHR= 62
Total Power= 0
Num New TX TB= 8
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 1
TPC Accum= 0
Num ULSCH Sched= 8
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 26 17 F0 38 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 30 02 00 0000 00 00 00 00 00 00 00 00 00 00 0038 00 00 00 00 00 00 00 23 00 00 0000 00 00 00 3E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 08 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 08 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
468,2021 Apr 14,04:46:30.705, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 1500
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0|1500|43|39| 4|28| 0| 0|1850| 198|2048|63|1203|9.30|","112
","  70 00 88 B8 10 17 F4 38 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 C0 5D 00 10 01 00 00 0000 00 00 00 00 00 00 00 DC 05 00 002B 00 00 00 27 00 00 00 04 00 00 001C 00 00 00 00 00 00 00 00 00 00 003A 07 00 00 00 00 00 00 C6 00 00 0000 00 00 00 00 08 00 00 00 00 00 003F 00 00 00 00 00 00 00 B3 04 00 0000 00 00 00 
469,2021 Apr 14,04:46:30.705, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 560
TB ReTx Bytes= 0
Num MCS= 56
Num PRB= 35
PHR= 62
Total Power= 0
Num New TX TB= 8
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 1
TPC Accum= 0
Num ULSCH Sched= 8
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 7E 17 F4 38 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 30 02 00 0000 00 00 00 00 00 00 00 00 00 00 0038 00 00 00 00 00 00 00 23 00 00 0000 00 00 00 3E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 08 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 08 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
470,2021 Apr 14,04:46:30.710, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 1510
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0|1510|43|39| 4|28| 0| 0|1850| 198|2048|63|1203|9.30|","112
","  70 00 88 B8 62 16 F8 38 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 60 5E 00 10 01 00 00 0000 00 00 00 00 00 00 00 E6 05 00 002B 00 00 00 27 00 00 00 04 00 00 001C 00 00 00 00 00 00 00 00 00 00 003A 07 00 00 00 00 00 00 C6 00 00 0000 00 00 00 00 08 00 00 00 00 00 003F 00 00 00 00 00 00 00 B3 04 00 0000 00 00 00 
471,2021 Apr 14,04:46:30.710, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 560
TB ReTx Bytes= 0
Num MCS= 56
Num PRB= 35
PHR= 62
Total Power= 0
Num New TX TB= 8
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 1
TPC Accum= 0
Num ULSCH Sched= 8
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 BE 16 F8 38 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 30 02 00 0000 00 00 00 00 00 00 00 00 00 00 0038 00 00 00 00 00 00 00 23 00 00 0000 00 00 00 3E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 08 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 08 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
472,2021 Apr 14,04:46:30.715, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 1520
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0|1520|43|39| 4|28| 0| 0|1850| 198|2048|63|1203|9.30|","112
","  70 00 88 B8 9B 16 FC 38 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 5F 00 10 01 00 00 0000 00 00 00 00 00 00 00 F0 05 00 002B 00 00 00 27 00 00 00 04 00 00 001C 00 00 00 00 00 00 00 00 00 00 003A 07 00 00 00 00 00 00 C6 00 00 0000 00 00 00 00 08 00 00 00 00 00 003F 00 00 00 00 00 00 00 B3 04 00 0000 00 00 00 
473,2021 Apr 14,04:46:30.715, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 560
TB ReTx Bytes= 0
Num MCS= 56
Num PRB= 35
PHR= 62
Total Power= 0
Num New TX TB= 8
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 1
TPC Accum= 0
Num ULSCH Sched= 8
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 05 17 FC 38 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 30 02 00 0000 00 00 00 00 00 00 00 00 00 00 0038 00 00 00 00 00 00 00 23 00 00 0000 00 00 00 3E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 08 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 08 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
474,2021 Apr 14,04:46:30.720, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 1530
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0|1530|43|39| 4|28| 0| 0|1850| 198|2048|63|1203|9.30|","112
","  70 00 88 B8 8B 16 00 39 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 A0 5F 00 10 01 00 00 0000 00 00 00 00 00 00 00 FA 05 00 002B 00 00 00 27 00 00 00 04 00 00 001C 00 00 00 00 00 00 00 00 00 00 003A 07 00 00 00 00 00 00 C6 00 00 0000 00 00 00 00 08 00 00 00 00 00 003F 00 00 00 00 00 00 00 B3 04 00 0000 00 00 00 
475,2021 Apr 14,04:46:30.720, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 560
TB ReTx Bytes= 0
Num MCS= 56
Num PRB= 35
PHR= 62
Total Power= 0
Num New TX TB= 8
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 1
TPC Accum= 0
Num ULSCH Sched= 8
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 EF 16 00 39 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 30 02 00 0000 00 00 00 00 00 00 00 00 00 00 0038 00 00 00 00 00 00 00 23 00 00 0000 00 00 00 3E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 08 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 08 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
476,2021 Apr 14,04:46:30.725, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 1540
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0|1540|43|39| 4|28| 0| 0|1850| 198|2048|63|1203|9.30|","112
","  70 00 88 B8 51 17 04 39 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 40 60 00 10 01 00 00 0000 00 00 00 00 00 00 00 04 06 00 002B 00 00 00 27 00 00 00 04 00 00 001C 00 00 00 00 00 00 00 00 00 00 003A 07 00 00 00 00 00 00 C6 00 00 0000 00 00 00 00 08 00 00 00 00 00 003F 00 00 00 00 00 00 00 B3 04 00 0000 00 00 00 
477,2021 Apr 14,04:46:30.725, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 560
TB ReTx Bytes= 0
Num MCS= 56
Num PRB= 35
PHR= 62
Total Power= 0
Num New TX TB= 8
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 1
TPC Accum= 0
Num ULSCH Sched= 8
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 F5 17 04 39 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 30 02 00 0000 00 00 00 00 00 00 00 00 00 00 0038 00 00 00 00 00 00 00 23 00 00 0000 00 00 00 3E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 08 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 08 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
478,2021 Apr 14,04:46:30.730, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 1550
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0|1550|43|39| 4|28| 0| 0|1850| 198|2048|63|1203|9.30|","112
","  70 00 88 B8 5B 16 08 39 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 E0 60 00 10 01 00 00 0000 00 00 00 00 00 00 00 0E 06 00 002B 00 00 00 27 00 00 00 04 00 00 001C 00 00 00 00 00 00 00 00 00 00 003A 07 00 00 00 00 00 00 C6 00 00 0000 00 00 00 00 08 00 00 00 00 00 003F 00 00 00 00 00 00 00 B3 04 00 0000 00 00 00 
479,2021 Apr 14,04:46:30.730, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 560
TB ReTx Bytes= 0
Num MCS= 56
Num PRB= 35
PHR= 62
Total Power= 0
Num New TX TB= 8
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 1
TPC Accum= 0
Num ULSCH Sched= 8
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 A9 16 08 39 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 30 02 00 0000 00 00 00 00 00 00 00 00 00 00 0038 00 00 00 00 00 00 00 23 00 00 0000 00 00 00 3E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 08 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 08 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
480,2021 Apr 14,04:46:30.735, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 1560
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0|1560|43|39| 4|28| 0| 0|1850| 198|2048|63|1203|9.30|","112
","  70 00 88 B8 AD 16 0C 39 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 80 61 00 10 01 00 00 0000 00 00 00 00 00 00 00 18 06 00 002B 00 00 00 27 00 00 00 04 00 00 001C 00 00 00 00 00 00 00 00 00 00 003A 07 00 00 00 00 00 00 C6 00 00 0000 00 00 00 00 08 00 00 00 00 00 003F 00 00 00 00 00 00 00 B3 04 00 0000 00 00 00 
481,2021 Apr 14,04:46:30.735, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 560
TB ReTx Bytes= 0
Num MCS= 56
Num PRB= 35
PHR= 62
Total Power= 0
Num New TX TB= 8
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 1
TPC Accum= 0
Num ULSCH Sched= 8
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 20 17 0C 39 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 30 02 00 0000 00 00 00 00 00 00 00 00 00 00 0038 00 00 00 00 00 00 00 23 00 00 0000 00 00 00 3E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 08 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 08 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
482,2021 Apr 14,04:46:30.740, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 1570
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0|1570|43|39| 4|28| 0| 0|1850| 198|2048|63|1203|9.30|","112
","  70 00 88 B8 A7 16 10 39 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 20 62 00 10 01 00 00 0000 00 00 00 00 00 00 00 22 06 00 002B 00 00 00 27 00 00 00 04 00 00 001C 00 00 00 00 00 00 00 00 00 00 003A 07 00 00 00 00 00 00 C6 00 00 0000 00 00 00 00 08 00 00 00 00 00 003F 00 00 00 00 00 00 00 B3 04 00 0000 00 00 00 
483,2021 Apr 14,04:46:30.740, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 560
TB ReTx Bytes= 0
Num MCS= 56
Num PRB= 35
PHR= 62
Total Power= 0
Num New TX TB= 8
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 1
TPC Accum= 0
Num ULSCH Sched= 8
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 1E 17 10 39 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 30 02 00 0000 00 00 00 00 00 00 00 00 00 00 0038 00 00 00 00 00 00 00 23 00 00 0000 00 00 00 3E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 08 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 08 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
484,2021 Apr 14,04:46:30.745, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 1580
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0|1580|43|39| 4|28| 0| 0|1850| 198|2048|63|1203|9.30|","112
","  70 00 88 B8 D0 16 14 39 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 C0 62 00 10 01 00 00 0000 00 00 00 00 00 00 00 2C 06 00 002B 00 00 00 27 00 00 00 04 00 00 001C 00 00 00 00 00 00 00 00 00 00 003A 07 00 00 00 00 00 00 C6 00 00 0000 00 00 00 00 08 00 00 00 00 00 003F 00 00 00 00 00 00 00 B3 04 00 0000 00 00 00 
485,2021 Apr 14,04:46:30.745, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 560
TB ReTx Bytes= 0
Num MCS= 56
Num PRB= 35
PHR= 62
Total Power= 0
Num New TX TB= 8
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 1
TPC Accum= 0
Num ULSCH Sched= 8
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 37 17 14 39 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 30 02 00 0000 00 00 00 00 00 00 00 00 00 00 0038 00 00 00 00 00 00 00 23 00 00 0000 00 00 00 3E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 08 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 08 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
486,2021 Apr 14,04:46:30.750, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 1590
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0|1590|43|39| 4|28| 0| 0|1850| 198|2048|63|1203|9.30|","112
","  70 00 88 B8 78 16 18 39 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 60 63 00 10 01 00 00 0000 00 00 00 00 00 00 00 36 06 00 002B 00 00 00 27 00 00 00 04 00 00 001C 00 00 00 00 00 00 00 00 00 00 003A 07 00 00 00 00 00 00 C6 00 00 0000 00 00 00 00 08 00 00 00 00 00 003F 00 00 00 00 00 00 00 B3 04 00 0000 00 00 00 
487,2021 Apr 14,04:46:30.750, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 560
TB ReTx Bytes= 0
Num MCS= 56
Num PRB= 35
PHR= 62
Total Power= 0
Num New TX TB= 8
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 1
TPC Accum= 0
Num ULSCH Sched= 8
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 D8 16 18 39 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 30 02 00 0000 00 00 00 00 00 00 00 00 00 00 0038 00 00 00 00 00 00 00 23 00 00 0000 00 00 00 3E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 08 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 08 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
488,2021 Apr 14,04:46:30.755, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 1600
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0|1600|43|39| 4|28| 0| 0|1850| 198|2048|63|1203|9.30|","112
","  70 00 88 B8 A9 16 1C 39 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 64 00 10 01 00 00 0000 00 00 00 00 00 00 00 40 06 00 002B 00 00 00 27 00 00 00 04 00 00 001C 00 00 00 00 00 00 00 00 00 00 003A 07 00 00 00 00 00 00 C6 00 00 0000 00 00 00 00 08 00 00 00 00 00 003F 00 00 00 00 00 00 00 B3 04 00 0000 00 00 00 
489,2021 Apr 14,04:46:30.755, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 560
TB ReTx Bytes= 0
Num MCS= 56
Num PRB= 35
PHR= 62
Total Power= 0
Num New TX TB= 8
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 1
TPC Accum= 0
Num ULSCH Sched= 8
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 05 17 1C 39 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 30 02 00 0000 00 00 00 00 00 00 00 00 00 00 0038 00 00 00 00 00 00 00 23 00 00 0000 00 00 00 3E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 08 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 08 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
490,2021 Apr 14,04:46:30.760, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 1610
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0|1610|43|39| 4|28| 0| 0|1850| 198|2048|63|1203|9.30|","112
","  70 00 88 B8 91 16 20 39 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 A0 64 00 10 01 00 00 0000 00 00 00 00 00 00 00 4A 06 00 002B 00 00 00 27 00 00 00 04 00 00 001C 00 00 00 00 00 00 00 00 00 00 003A 07 00 00 00 00 00 00 C6 00 00 0000 00 00 00 00 08 00 00 00 00 00 003F 00 00 00 00 00 00 00 B3 04 00 0000 00 00 00 
491,2021 Apr 14,04:46:30.760, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 560
TB ReTx Bytes= 0
Num MCS= 56
Num PRB= 35
PHR= 62
Total Power= 0
Num New TX TB= 8
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 1
TPC Accum= 0
Num ULSCH Sched= 8
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 E9 16 20 39 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 30 02 00 0000 00 00 00 00 00 00 00 00 00 00 0038 00 00 00 00 00 00 00 23 00 00 0000 00 00 00 3E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 08 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 08 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
